,M
24701,-0.112753145
24702,-0.13847838
24703,-0.029009305
24704,-0.17186645
24705,-0.43513957
24706,-0.48877943
24707,-0.36562672
24708,-0.26436782
24709,-0.19211823
24710,-0.16365626
24711,-0.032293376
24712,0.03667214
24713,0.009852217
24714,-0.03065134
24715,-0.19813903
24716,-0.24794745
24717,-0.16912971
24718,-0.19321291
24719,-0.17296115
24720,-0.18226601
24721,-0.0711549
24722,-0.026272578
24723,-0.12753147
24724,-0.21401204
24725,-0.15708812
24726,-0.093596056
24727,-0.09742748
24728,-0.13136289
24729,-0.105637655
24730,-0.03667214
24731,0.033388067
24732,0.094143406
24733,0.079912424
24734,0.13574165
24735,0.23918992
24736,0.25506294
24737,0.2966612
24738,0.258347
24739,0.20689656
24740,0.2304324
24741,0.17296115
24742,0.03886152
24743,-0.019704433
24744,-0.07224959
24745,-0.07279693
24746,-0.1351943
24747,-0.21401204
24748,-0.20415983
24749,-0.18226601
24750,-0.20415983
24751,-0.23590586
24752,-0.21729611
24753,-0.18555008
24754,-0.15216202
24755,-0.118773945
24756,-0.12096333
24757,-0.074986316
24758,-0.024630541
24759,-0.03776683
24760,-0.030103996
24761,0.010946907
24762,0.06896552
24763,0.100164205
24764,0.14012042
24765,0.16912971
24766,0.1893815
24767,0.20963328
24768,0.22167487
24769,0.24904214
24770,0.25506294
24771,0.25342092
24772,0.272578
24773,0.24302134
24774,0.30706075
24775,0.30322933
24776,0.20470718
24777,0.036124796
24778,0.124794744
24779,0.16858238
24780,-0.03776683
24781,-0.15873016
24782,-0.10235359
24783,-0.106732346
24784,-0.22112752
24785,-0.3223864
24786,-0.2545156
24787,-0.166393
24788,-0.2474001
24789,-0.27969348
24790,-0.18062398
24791,-0.08593322
24792,-0.036124796
24793,-0.01423098
24794,0.068418175
24795,0.08155446
24796,0.14176245
24797,0.18500273
24798,0.11494253
24799,0.11603722
24800,0.15051998
24801,0.12588944
24802,0.12807882
24803,0.098522164
24804,0.15544608
24805,0.1773399
24806,0.106185004
24807,0.07827039
24808,0.068418175
24809,0.033935413
24810,-0.009304872
24811,-0.018062398
24812,-0.009304872
24813,0.02846196
24814,0.04378763
24815,0.0027367268
24816,-0.038314175
24817,0.0054734536
24818,0.042145595
24819,0.03557745
24820,0.033388067
24821,0.020799125
24822,0.04378763
24823,0.0049261083
24824,-0.06403941
24825,-0.062397372
24826,-0.087027915
24827,-0.11056376
24828,-0.11111111
24829,-0.15544608
24830,-0.17405583
24831,-0.15708812
24832,-0.12807882
24833,-0.107279696
24834,-0.1472359
24835,-0.15106732
24836,-0.15544608
24837,-0.14614122
24838,-0.119868636
24839,-0.079912424
24840,-0.06130268
24841,-0.04159825
24842,-0.014778325
24843,0.0
24844,0.01532567
24845,-0.00711549
24846,0.00711549
24847,0.035030104
24848,0.008757526
24849,0.01642036
24850,0.03667214
24851,0.09031199
24852,0.10946908
24853,0.14012042
24854,0.124794744
24855,-0.10290093
24856,-0.09797482
24857,0.040503558
24858,-0.039956212
24859,-0.21893816
24860,-0.15599343
24861,-0.039956212
24862,-0.13081555
24863,-0.27805144
24864,-0.21620142
24865,-0.15380405
24866,-0.21291736
24867,-0.22769567
24868,-0.17679256
24869,-0.13793103
24870,-0.10235359
24871,-0.13136289
24872,-0.07006021
24873,-0.047071703
24874,0.009852217
24875,0.041050903
24876,-0.014778325
24877,0.020251779
24878,0.043240286
24879,0.035030104
24880,0.03776683
24881,0.0010946908
24882,0.099616855
24883,0.1182266
24884,0.09140668
24885,0.04597701
24886,0.08757526
24887,0.08593322
24888,0.026819924
24889,-0.0038314175
24890,-0.01423098
24891,-0.02736727
24892,-0.025177887
24893,-0.03065134
24894,-0.026272578
24895,0.024083197
24896,0.023535851
24897,0.026819924
24898,0.01642036
24899,0.029009305
24900,0.042145595
24901,0.02736727
24902,-0.0010946908
24903,0.020799125
24904,0.057471264
24905,0.08155446
24906,0.08757526
24907,0.050355773
24908,0.0591133
24909,0.06458675
24910,0.05528188
24911,0.05090312
24912,0.023535851
24913,0.0591133
24914,0.074438974
24915,0.03667214
24916,0.0021893815
24917,-0.0016420361
24918,0.052545156
24919,0.027914613
24920,0.050355773
24921,0.0831965
24922,0.09633279
24923,0.18555008
24924,0.18171866
24925,0.272578
24926,0.29282978
24927,0.25342092
24928,0.26600984
24929,0.25123152
24930,0.22112752
24931,0.1904762
24932,0.14340448
24933,0.12205802
24934,0.118773945
24935,0.16146688
24936,0.15489875
24937,0.09742748
24938,0.16256158
24939,0.196497
24940,0.13245758
24941,0.0054734536
24942,-0.00711549
24943,0.011494253
24944,0.0021893815
24945,-0.041050903
24946,-0.019704433
24947,-0.0005473454
24948,0.02736727
24949,-0.012041599
24950,0.016967706
24951,0.0010946908
24952,0.0054734536
24953,-0.01423098
24954,-0.030103996
24955,0.008757526
24956,0.01532567
24957,0.061850026
24958,0.05199781
24959,0.08155446
24960,0.099616855
24961,0.09469075
24962,0.106185004
24963,0.10782704
24964,0.08210181
24965,0.043240286
24966,-0.011494253
24967,-0.027914613
24968,-0.0651341
24969,-0.08866995
24970,-0.08593322
24971,-0.09797482
24972,-0.07334428
24973,-0.08538588
24974,-0.05473454
24975,-0.0771757
24976,-0.07608101
24977,-0.07772304
24978,-0.10180624
24979,-0.08155446
24980,-0.08374384
24981,-0.07334428
24982,-0.111658454
24983,-0.07334428
24984,-0.035030104
24985,-0.02955665
24986,-0.0021893815
24987,0.020251779
24988,0.0771757
24989,0.098522164
24990,0.10454296
24991,0.14504652
24992,0.14668857
24993,0.13847838
24994,0.13902572
24995,0.15818281
24996,0.18883416
24997,0.22331691
24998,0.22605364
24999,0.23426382
25000,0.2304324
25001,0.17405583
25002,0.14778325
25003,0.1302682
25004,0.08483853
25005,0.07936508
25006,0.067870826
25007,0.047071703
25008,0.060207993
25009,0.054187194
25010,0.025177887
25011,-0.026272578
25012,-0.04269294
25013,-0.045429666
25014,-0.093596056
25015,-0.0831965
25016,-0.053639848
25017,-0.051450465
25018,-0.027914613
25019,-0.039956212
25020,-0.0016420361
25021,-0.05090312
25022,-0.057471264
25023,-0.06403941
25024,-0.059660647
25025,-0.046524357
25026,-0.105637655
25027,-0.1302682
25028,-0.14176245
25029,-0.16858238
25030,-0.15161467
25031,-0.14887795
25032,-0.100164205
25033,-0.18390805
25034,-0.22167487
25035,-0.18555008
25036,-0.15544608
25037,-0.118773945
25038,-0.11494253
25039,-0.061850026
25040,-0.053092502
25041,-0.038314175
25042,-0.007662835
25043,-0.042145595
25044,-0.00711549
25045,-0.018609744
25046,-0.041050903
25047,0.0049261083
25048,-0.010399562
25049,0.03284072
25050,0.074986316
25051,0.10892173
25052,0.12643678
25053,0.1291735
25054,0.08976464
25055,0.06732348
25056,0.06349207
25057,0.053639848
25058,0.032293376
25059,0.052545156
25060,0.060755335
25061,0.060207993
25062,0.053639848
25063,-0.0027367268
25064,-0.1012589
25065,-0.13355227
25066,-0.16365626
25067,-0.18390805
25068,-0.21182266
25069,-0.19813903
25070,-0.16475096
25071,-0.13300492
25072,-0.11384784
25073,-0.08976464
25074,-0.11439519
25075,-0.052545156
25076,-0.038314175
25077,-0.039408866
25078,-0.049261082
25079,-0.04597701
25080,-0.032293376
25081,-0.025725232
25082,0.0049261083
25083,0.0021893815
25084,0.01532567
25085,0.05692392
25086,0.039408866
25087,0.0591133
25088,0.05801861
25089,0.022988506
25090,0.0010946908
25091,-0.018062398
25092,-0.03886152
25093,-0.0027367268
25094,0.0032840723
25095,0.05528188
25096,0.047071703
25097,0.041050903
25098,0.031198686
25099,-0.033388067
25100,-0.04269294
25101,-0.11494253
25102,-0.14778325
25103,-0.11767925
25104,-0.094143406
25105,-0.054187194
25106,-0.05199781
25107,-0.021893814
25108,-0.017515052
25109,-0.0054734536
25110,0.04488232
25111,0.030103996
25112,0.04488232
25113,0.031198686
25114,0.07170224
25115,0.04269294
25116,0.05801861
25117,0.025177887
25118,0.03557745
25119,0.012041599
25120,0.0
25121,-0.025177887
25122,-0.012588943
25123,-0.013683635
25124,0.012588943
25125,-0.00821018
25126,-0.016967706
25127,-0.030103996
25128,-0.04378763
25129,-0.05090312
25130,-0.10235359
25131,-0.08976464
25132,-0.060755335
25133,-0.07006021
25134,-0.035030104
25135,-0.013683635
25136,-0.0038314175
25137,-0.020799125
25138,-0.019704433
25139,-0.016967706
25140,-0.009852217
25141,-0.0010946908
25142,0.0032840723
25143,-0.036124796
25144,-0.035030104
25145,-0.07170224
25146,-0.057471264
25147,-0.074438974
25148,-0.060207993
25149,-0.049808428
25150,-0.025725232
25151,0.033388067
25152,-0.0021893815
25153,-0.02134647
25154,-0.05199781
25155,-0.08264915
25156,-0.079912424
25157,-0.07662835
25158,-0.026819924
25159,-0.0038314175
25160,0.08374384
25161,0.19157088
25162,0.20415983
25163,0.18828681
25164,0.21291736
25165,0.1351943
25166,0.08210181
25167,-0.008757526
25168,-0.0065681445
25169,-0.03557745
25170,-0.027914613
25171,-0.03065134
25172,-0.025725232
25173,-0.026819924
25174,-0.01532567
25175,-0.062397372
25176,-0.029009305
25177,-0.08155446
25178,-0.059660647
25179,-0.120415986
25180,-0.12315271
25181,-0.20525451
25182,-0.24521072
25183,-0.2014231
25184,-0.18500273
25185,-0.15106732
25186,-0.12972085
25187,-0.1302682
25188,-0.10399562
25189,-0.10071155
25190,-0.100164205
25191,-0.056376573
25192,-0.031198686
25193,-0.03667214
25194,-0.051450465
25195,-0.019157087
25196,-0.017515052
25197,0.026272578
25198,0.053092502
25199,0.058565956
25200,0.03065134
25201,0.031746034
25202,0.042145595
25203,0.05199781
25204,0.017515052
25205,0.01642036
25206,0.03667214
25207,0.057471264
25208,0.049261082
25209,0.06951286
25210,0.07553366
25211,0.047071703
25212,-0.009304872
25213,0.0060207993
25214,0.004378763
25215,-0.004378763
25216,-0.0027367268
25217,0.07170224
25218,0.055829227
25219,0.053092502
25220,0.02134647
25221,-0.013683635
25222,-0.02955665
25223,-0.054187194
25224,-0.07334428
25225,-0.06951286
25226,-0.07827039
25227,-0.060755335
25228,-0.009304872
25229,0.035030104
25230,0.032293376
25231,0.041050903
25232,0.026819924
25233,0.008757526
25234,-0.031198686
25235,-0.05692392
25236,-0.07170224
25237,-0.068418175
25238,-0.074438974
25239,-0.09085933
25240,-0.024630541
25241,0.021893814
25242,0.0027367268
25243,0.02846196
25244,0.04871374
25245,0.046524357
25246,0.031198686
25247,-0.0038314175
25248,0.025725232
25249,0.020251779
25250,0.040503558
25251,0.03448276
25252,0.07224959
25253,0.12643678
25254,0.13957307
25255,0.12807882
25256,0.1291735
25257,0.09085933
25258,0.09578544
25259,0.08866995
25260,0.031198686
25261,0.050355773
25262,0.050355773
25263,0.03776683
25264,0.06130268
25265,0.09797482
25266,0.12862617
25267,0.08155446
25268,0.03557745
25269,0.0032840723
25270,-0.066776134
25271,-0.099616855
25272,-0.08648057
25273,-0.099616855
25274,-0.060755335
25275,-0.020799125
25276,0.0049261083
25277,-0.010946907
25278,0.012041599
25279,-0.03886152
25280,-0.04269294
25281,-0.044334974
25282,-0.041050903
25283,-0.037219487
25284,0.036124796
25285,0.05199781
25286,0.03886152
25287,0.03776683
25288,0.119868636
25289,0.15818281
25290,0.13464697
25291,0.10071155
25292,0.044334974
25293,0.047071703
25294,0.008757526
25295,0.031198686
25296,0.051450465
25297,0.055829227
25298,0.053639848
25299,0.010399562
25300,-0.02736727
25301,-0.054187194
25302,-0.10399562
25303,-0.13245758
25304,-0.14449918
25305,-0.14176245
25306,-0.16256158
25307,-0.13300492
25308,-0.0651341
25309,-0.049261082
25310,-0.031746034
25311,-0.045429666
25312,-0.10892173
25313,-0.15489875
25314,-0.18773946
25315,-0.19594964
25316,-0.20197044
25317,-0.1844554
25318,-0.16256158
25319,-0.15489875
25320,-0.120415986
25321,-0.08648057
25322,-0.08866995
25323,-0.059660647
25324,-0.07279693
25325,-0.09742748
25326,-0.061850026
25327,-0.041050903
25328,-0.019157087
25329,0.0049261083
25330,0.020799125
25331,-0.013683635
25332,0.009304872
25333,0.030103996
25334,0.0027367268
25335,0.04269294
25336,0.008757526
25337,-0.03667214
25338,-0.0049261083
25339,0.053639848
25340,0.024083197
25341,0.053639848
25342,0.11658456
25343,0.12753147
25344,0.12862617
25345,0.18226601
25346,0.15270936
25347,0.1351943
25348,0.14012042
25349,0.13300492
25350,0.0591133
25351,0.06403941
25352,0.052545156
25353,0.01423098
25354,0.04597701
25355,0.051450465
25356,0.018062398
25357,0.02134647
25358,0.045429666
25359,0.013136289
25360,-0.038314175
25361,0.02134647
25362,0.046524357
25363,0.01423098
25364,0.0049261083
25365,0.01423098
25366,-0.012588943
25367,-0.03776683
25368,0.014778325
25369,0.025177887
25370,0.021893814
25371,0.07772304
25372,0.0831965
25373,0.105637655
25374,0.07170224
25375,0.048166394
25376,0.00711549
25377,0.010946907
25378,0.068418175
25379,0.06732348
25380,0.060207993
25381,0.08538588
25382,0.04761905
25383,0.010946907
25384,-0.024083197
25385,-0.03776683
25386,-0.06732348
25387,-0.060207993
25388,-0.0651341
25389,-0.06732348
25390,-0.039956212
25391,-0.042145595
25392,-0.09031199
25393,-0.087027915
25394,-0.09031199
25395,-0.09906951
25396,-0.11439519
25397,-0.1182266
25398,-0.09742748
25399,-0.093596056
25400,-0.11767925
25401,-0.08483853
25402,-0.05801861
25403,0.01642036
25404,0.037219487
25405,0.052545156
25406,0.05199781
25407,0.033935413
25408,-0.013683635
25409,0.026272578
25410,0.04761905
25411,0.049261082
25412,0.04488232
25413,0.07279693
25414,0.05473454
25415,0.009852217
25416,0.07006021
25417,0.060207993
25418,0.044334974
25419,0.059660647
25420,0.0038314175
25421,-0.025177887
25422,-0.00711549
25423,-0.06896552
25424,-0.033388067
25425,0.016967706
25426,0.040503558
25427,0.06568144
25428,0.039408866
25429,0.07662835
25430,0.08976464
25431,0.094143406
25432,0.04488232
25433,0.004378763
25434,0.032293376
25435,0.049261082
25436,0.044334974
25437,0.050355773
25438,0.044334974
25439,0.053639848
25440,0.026819924
25441,0.021893814
25442,0.013136289
25443,-0.03284072
25444,-0.050355773
25445,-0.060207993
25446,-0.0892173
25447,-0.09085933
25448,-0.07224959
25449,-0.12698413
25450,-0.11439519
25451,-0.093048714
25452,-0.092501365
25453,-0.12260536
25454,-0.07334428
25455,-0.031746034
25456,-0.0591133
25457,-0.05692392
25458,-0.010946907
25459,-0.00821018
25460,-0.0027367268
25461,-0.03448276
25462,-0.06458675
25463,-0.06732348
25464,-0.049261082
25465,-0.07224959
25466,-0.06294472
25467,-0.031198686
25468,-0.027914613
25469,-0.015873017
25470,-0.0060207993
25471,0.024083197
25472,0.033935413
25473,0.112753145
25474,0.09578544
25475,0.068418175
25476,0.07170224
25477,0.09085933
25478,0.01423098
25479,0.004378763
25480,0.06951286
25481,0.043240286
25482,0.04159825
25483,0.04488232
25484,0.024630541
25485,-0.025725232
25486,-0.018609744
25487,0.02846196
25488,-0.011494253
25489,0.01642036
25490,0.047071703
25491,0.0952381
25492,0.107279696
25493,0.16584565
25494,0.106732346
25495,0.03886152
25496,0.00821018
25497,0.019157087
25498,-0.059660647
25499,-0.030103996
25500,-0.067870826
25501,-0.100164205
25502,-0.039956212
25503,-0.060755335
25504,-0.052545156
25505,-0.06403941
25506,-0.06732348
25507,-0.051450465
25508,-0.049808428
25509,-0.057471264
25510,-0.08866995
25511,-0.092501365
25512,-0.09742748
25513,-0.029009305
25514,-0.04159825
25515,-0.05473454
25516,-0.057471264
25517,-0.118773945
25518,-0.10235359
25519,-0.13136289
25520,-0.11548988
25521,-0.13245758
25522,-0.07553366
25523,-0.0711549
25524,-0.049261082
25525,0.013136289
25526,0.018062398
25527,-0.0054734536
25528,0.04761905
25529,0.04378763
25530,0.03667214
25531,0.04761905
25532,0.08045977
25533,0.04597701
25534,0.081007116
25535,0.092501365
25536,0.12862617
25537,0.08757526
25538,0.11111111
25539,0.12260536
25540,0.0831965
25541,0.10344828
25542,0.1122058
25543,0.061850026
25544,0.044334974
25545,0.013136289
25546,0.052545156
25547,0.05090312
25548,0.09085933
25549,0.03557745
25550,-0.0054734536
25551,0.016967706
25552,0.06622879
25553,0.043240286
25554,0.04269294
25555,0.0771757
25556,0.04761905
25557,0.020251779
25558,0.018062398
25559,0.0032840723
25560,-0.02134647
25561,-0.026819924
25562,0.025177887
25563,0.02134647
25564,0.00821018
25565,-0.017515052
25566,-0.01423098
25567,0.0
25568,-0.033935413
25569,-0.045429666
25570,-0.03065134
25571,-0.009304872
25572,0.012588943
25573,-0.0065681445
25574,-0.023535851
25575,-0.019704433
25576,-0.0049261083
25577,0.02244116
25578,0.018609744
25579,0.0060207993
25580,0.016967706
25581,0.0005473454
25582,-0.00821018
25583,0.020251779
25584,0.049808428
25585,0.0711549
25586,0.119321294
25587,0.16310892
25588,0.16858238
25589,0.1543514
25590,0.166393
25591,0.19321291
25592,0.16803503
25593,0.08483853
25594,0.11603722
25595,0.07006021
25596,-0.009304872
25597,0.00711549
25598,-0.02955665
25599,-0.012041599
25600,0.00711549
25601,0.047071703
25602,0.031198686
25603,-0.0032840723
25604,0.06732348
25605,0.07170224
25606,0.06349207
25607,0.1423098
25608,0.13191023
25609,0.10837439
25610,0.13355227
25611,0.13902572
25612,0.13574165
25613,0.093048714
25614,0.039956212
25615,0.056376573
25616,0.057471264
25617,0.08483853
25618,0.0831965
25619,0.0021893815
25620,-0.0711549
25621,-0.113300495
25622,-0.12370005
25623,-0.09578544
25624,-0.07334428
25625,-0.04488232
25626,-0.08264915
25627,-0.07170224
25628,-0.06130268
25629,-0.09797482
25630,-0.12260536
25631,-0.21018063
25632,-0.25725234
25633,-0.24028462
25634,-0.18281336
25635,-0.13793103
25636,-0.11713191
25637,-0.14395183
25638,-0.18390805
25639,-0.19704433
25640,-0.23918992
25641,-0.25177887
25642,-0.19813903
25643,-0.19266558
25644,-0.118773945
25645,-0.025177887
25646,-0.013136289
25647,-0.012588943
25648,0.02244116
25649,0.026819924
25650,0.04597701
25651,0.030103996
25652,0.016967706
25653,0.04378763
25654,0.011494253
25655,0.056376573
25656,0.07936508
25657,0.07224959
25658,0.11001642
25659,0.1472359
25660,0.18117131
25661,0.1543514
25662,0.12370005
25663,0.11494253
25664,0.111658454
25665,0.08648057
25666,0.07936508
25667,0.07772304
25668,0.07827039
25669,0.093596056
25670,0.09797482
25671,0.048166394
25672,0.060755335
25673,0.10454296
25674,0.1012589
25675,0.10071155
25676,0.09195402
25677,0.1242474
25678,0.10454296
25679,0.066776134
25680,0.051450465
25681,-0.009304872
25682,-0.013136289
25683,-0.022988506
25684,-0.0591133
25685,-0.048166394
25686,-0.0021893815
25687,0.074438974
25688,0.11439519
25689,0.13136289
25690,0.17077176
25691,0.19321291
25692,0.2353585
25693,0.25342092
25694,0.046524357
25695,0.012588943
25696,0.03886152
25697,0.04761905
25698,0.0
25699,-0.07772304
25700,-0.031746034
25701,-0.019704433
25702,0.0027367268
25703,0.02134647
25704,-0.0831965
25705,-0.07334428
25706,0.025725232
25707,0.05199781
25708,0.08757526
25709,0.017515052
25710,-0.02134647
25711,0.033388067
25712,-0.043240286
25713,-0.1182266
25714,-0.16091955
25715,-0.14066777
25716,-0.09797482
25717,-0.11713191
25718,-0.062397372
25719,-0.035030104
25720,-0.036124796
25721,-0.0005473454
25722,-0.06568144
25723,-0.0952381
25724,-0.05473454
25725,-0.0711549
25726,-0.14614122
25727,-0.23371647
25728,-0.20963328
25729,-0.15544608
25730,-0.15599343
25731,-0.100164205
25732,-0.1012589
25733,-0.09797482
25734,-0.03886152
25735,-0.027914613
25736,-0.0032840723
25737,-0.024630541
25738,-0.027914613
25739,-0.01423098
25740,-0.013136289
25741,-0.022988506
25742,-0.004378763
25743,-0.059660647
25744,-0.03557745
25745,-0.025177887
25746,-0.054187194
25747,-0.06896552
25748,-0.04378763
25749,-0.04159825
25750,-0.073891625
25751,-0.042145595
25752,-0.030103996
25753,-0.118773945
25754,-0.07224959
25755,-0.07224959
25756,-0.07662835
25757,-0.024083197
25758,-0.0060207993
25759,-0.019704433
25760,-0.036124796
25761,-0.16146688
25762,-0.14887795
25763,-0.20306513
25764,-0.2244116
25765,-0.20361248
25766,-0.20415983
25767,-0.12370005
25768,-0.09906951
25769,-0.06732348
25770,-0.0032840723
25771,-0.03557745
25772,-0.0021893815
25773,0.0027367268
25774,-0.07772304
25775,-0.106185004
25776,-0.06622879
25777,-0.039408866
25778,-0.038314175
25779,-0.0049261083
25780,-0.046524357
25781,-0.02134647
25782,0.030103996
25783,0.039956212
25784,0.030103996
25785,-0.037219487
25786,-0.024630541
25787,-0.016967706
25788,-0.0060207993
25789,0.041050903
25790,0.02736727
25791,0.0016420361
25792,0.0038314175
25793,0.03776683
25794,0.033935413
25795,0.0027367268
25796,0.008757526
25797,0.010946907
25798,-0.009852217
25799,0.03886152
25800,0.018609744
25801,0.027914613
25802,-0.0060207993
25803,0.0049261083
25804,0.024083197
25805,-0.0065681445
25806,0.0060207993
25807,0.016967706
25808,0.01423098
25809,-0.009304872
25810,-0.0049261083
25811,0.0005473454
25812,-0.017515052
25813,0.012041599
25814,0.01532567
25815,0.015873017
25816,0.045429666
25817,0.067870826
25818,0.048166394
25819,0.033388067
25820,0.04597701
25821,0.05801861
25822,0.018062398
25823,0.031198686
25824,0.06294472
25825,0.119321294
25826,0.13081555
25827,0.106185004
25828,0.0711549
25829,-0.02244116
25830,-0.118773945
25831,-0.12151067
25832,-0.12643678
25833,-0.18007663
25834,-0.17077176
25835,-0.11494253
25836,-0.12972085
25837,-0.05090312
25838,0.0032840723
25839,0.01532567
25840,0.0032840723
25841,-0.046524357
25842,-0.019157087
25843,-0.048166394
25844,-0.03065134
25845,-0.019704433
25846,-0.051450465
25847,-0.010946907
25848,0.05801861
25849,0.11384784
25850,0.17186645
25851,0.19430761
25852,0.1592775
25853,0.124794744
25854,0.13683635
25855,0.14395183
25856,0.11658456
25857,0.07608101
25858,0.048166394
25859,0.08210181
25860,0.09797482
25861,0.087027915
25862,0.11548988
25863,0.09140668
25864,-0.0054734536
25865,0.0
25866,0.02244116
25867,0.01642036
25868,0.043240286
25869,0.0771757
25870,0.08210181
25871,0.067870826
25872,0.09906951
25873,0.06622879
25874,0.010946907
25875,0.025725232
25876,0.067870826
25877,0.060755335
25878,0.06294472
25879,0.060755335
25880,0.08483853
25881,0.10290093
25882,0.07553366
25883,0.087027915
25884,0.1182266
25885,0.11439519
25886,0.12205802
25887,0.100164205
25888,0.0771757
25889,0.08976464
25890,0.035030104
25891,-0.03284072
25892,-0.037219487
25893,-0.021893814
25894,-0.0032840723
25895,0.025177887
25896,0.08210181
25897,0.10946908
25898,0.03886152
25899,0.08648057
25900,0.10180624
25901,0.12753147
25902,0.18773946
25903,0.24794745
25904,0.26108375
25905,0.22495896
25906,0.22276957
25907,0.23918992
25908,0.22714832
25909,0.14340448
25910,0.0591133
25911,-0.020251779
25912,-0.01423098
25913,0.0049261083
25914,0.00711549
25915,-0.025725232
25916,-0.04269294
25917,0.0
25918,0.04159825
25919,0.017515052
25920,-0.032293376
25921,-0.010946907
25922,-0.03284072
25923,-0.094143406
25924,-0.09906951
25925,-0.06896552
25926,0.0027367268
25927,-0.012041599
25928,0.038314175
25929,0.043240286
25930,-0.01532567
25931,0.022988506
25932,0.01423098
25933,0.047071703
25934,0.10454296
25935,0.118773945
25936,0.036124796
25937,-0.024630541
25938,0.01642036
25939,0.035030104
25940,0.013136289
25941,0.14614122
25942,0.047071703
25943,-0.1532567
25944,-0.06130268
25945,-0.10290093
25946,-0.113300495
25947,-0.18883416
25948,-0.3256705
25949,-0.18062398
25950,-0.111658454
25951,-0.22879037
25952,-0.23097976
25953,-0.25177887
25954,-0.21674877
25955,-0.11767925
25956,-0.19376026
25957,-0.18281336
25958,-0.18992884
25959,-0.19376026
25960,-0.14778325
25961,-0.17624521
25962,-0.08155446
25963,-0.016967706
25964,-0.062397372
25965,-0.01642036
25966,0.015873017
25967,0.093596056
25968,0.13847838
25969,0.11658456
25970,0.10180624
25971,0.08264915
25972,0.10892173
25973,0.07006021
25974,-0.0027367268
25975,-0.016967706
25976,-0.031198686
25977,-0.035030104
25978,-0.047071703
25979,-0.02736727
25980,0.0054734536
25981,0.020799125
25982,-0.0027367268
25983,0.0049261083
25984,-0.015873017
25985,0.019704433
25986,0.08429119
25987,0.19376026
25988,0.1242474
25989,-0.06349207
25990,0.0065681445
25991,-0.033388067
25992,-0.058565956
25993,-0.046524357
25994,-0.12534209
25995,-0.10290093
25996,-0.039956212
25997,0.00821018
25998,0.04269294
25999,0.045429666
26000,0.052545156
26001,0.03667214
26002,-0.01423098
26003,-0.03667214
26004,-0.0060207993
26005,-0.037219487
26006,-0.040503558
26007,-0.05199781
26008,-0.033935413
26009,0.017515052
26010,0.0049261083
26011,0.018062398
26012,-0.07553366
26013,-0.11111111
26014,0.0038314175
26015,0.0027367268
26016,0.0049261083
26017,0.056376573
26018,0.10344828
26019,0.17460318
26020,0.14668857
26021,0.17296115
26022,0.18500273
26023,0.16694035
26024,0.24958949
26025,-0.120415986
26026,-0.15489875
26027,-0.15599343
26028,-0.107279696
26029,-0.020799125
26030,-0.087027915
26031,0.04871374
26032,0.1724138
26033,0.011494253
26034,0.01532567
26035,-0.062397372
26036,-0.12643678
26037,-0.06896552
26038,-0.15270936
26039,-0.19813903
26040,-0.15380405
26041,-0.14176245
26042,-0.14176245
26043,-0.19813903
26044,-0.26217842
26045,-0.20853859
26046,-0.19594964
26047,-0.22222222
26048,-0.21182266
26049,-0.17460318
26050,-0.14668857
26051,-0.11111111
26052,-0.14778325
26053,-0.15982485
26054,-0.18500273
26055,-0.0892173
26056,-0.030103996
26057,0.016967706
26058,0.1291735
26059,0.14395183
26060,0.08648057
26061,0.12972085
26062,0.1291735
26063,0.17898194
26064,0.21455939
26065,-0.045429666
26066,-0.22386426
26067,-0.12862617
26068,-0.12862617
26069,-0.017515052
26070,0.03776683
26071,0.0021893815
26072,0.08757526
26073,0.15106732
26074,0.03776683
26075,-0.11111111
26076,-0.08538588
26077,0.021893814
26078,0.067870826
26079,0.014778325
26080,-0.0060207993
26081,0.0016420361
26082,0.032293376
26083,0.019157087
26084,-0.033935413
26085,-0.024630541
26086,0.030103996
26087,0.11439519
26088,0.09031199
26089,0.014778325
26090,0.06294472
26091,0.073891625
26092,0.008757526
26093,0.06732348
26094,0.10782704
26095,0.10290093
26096,0.13793103
26097,0.13191023
26098,0.14285715
26099,0.19430761
26100,0.20908593
26101,0.1532567
26102,0.17569786
26103,0.0060207993
26104,-0.053639848
26105,-0.012041599
26106,-0.13957307
26107,-0.074438974
26108,-0.10892173
26109,-0.1412151
26110,0.04269294
26111,0.079912424
26112,0.02736727
26113,-0.018062398
26114,-0.06568144
26115,-0.025177887
26116,-0.039408866
26117,-0.10454296
26118,-0.050355773
26119,-0.033388067
26120,0.05090312
26121,0.06896552
26122,-0.025177887
26123,-0.0892173
26124,-0.12370005
26125,-0.05528188
26126,-0.050355773
26127,-0.09633279
26128,-0.0016420361
26129,0.01642036
26130,-0.040503558
26131,0.012041599
26132,0.033388067
26133,0.03065134
26134,0.06622879
26135,0.0952381
26136,0.10071155
26137,0.14285715
26138,0.22660099
26139,0.2244116
26140,0.22605364
26141,0.08593322
26142,-0.053092502
26143,0.015873017
26144,0.0005473454
26145,0.09085933
26146,0.01423098
26147,0.018062398
26148,0.14504652
26149,0.14887795
26150,0.033388067
26151,0.040503558
26152,0.0016420361
26153,-0.008757526
26154,0.009304872
26155,-0.015873017
26156,-0.051450465
26157,-0.019157087
26158,0.0060207993
26159,-0.014778325
26160,-0.12534209
26161,-0.19211823
26162,-0.093596056
26163,-0.024630541
26164,-0.027914613
26165,-0.119868636
26166,-0.11494253
26167,-0.05090312
